event,event_no,discipline,gender,phase,date,rank,name,team,time_raw,time_sec,status,date_raw,date_source,page
38th NATIONAL GAMES 2025,31,800m Freestyle,Men,,2025-02-03,17,Aryan Shashi Sharma,Goa,9:51.84,591.84,,03-02-2025,Event 32 header,13
38th NATIONAL GAMES 2025,31,800m Freestyle,Men,,2025-02-03,18,Aahil Sheikh,Goa,10:43.69,643.69,,03-02-2025,Event 32 header,13
38th NATIONAL GAMES 2025,31,800m Freestyle,Men,,2025-02-03,,Advait Page,Madhya Pradesh,,,DNS,03-02-2025,Event 32 header,13
38th NATIONAL GAMES 2025,32,400m Freestyle,Women,Final,2025-02-03,1,Dhinidhi Desinghu,Karnataka,4:24.60,264.6,,03-02-2025,Event 32 header,13
38th NATIONAL GAMES 2025,32,400m Freestyle,Women,Final,2025-02-03,2,Bhavya Sachdeva,Delhi,4:30.03,270.03,,03-02-2025,Event 32 header,13
38th NATIONAL GAMES 2025,32,400m Freestyle,Women,Final,2025-02-03,3,Aditi Satish Hegde,Maharashtra,4:35.34,275.34,,03-02-2025,Event 32 header,13
38th NATIONAL GAMES 2025,32,400m Freestyle,Women,Final,2025-02-03,4,Titiksha Rawat,Delhi,4:35.66,275.66,,03-02-2025,Event 32 header,13
38th NATIONAL GAMES 2025,32,400m Freestyle,Women,Final,2025-02-03,5,Sri Charani Tumu,Karnataka,4:40.71,280.71,,03-02-2025,Event 32 header,13
38th NATIONAL GAMES 2025,32,400m Freestyle,Women,Final,2025-02-03,6,Subhranshini Priyadarshini,Assam,4:48.66,288.66,,03-02-2025,Event 32 header,13
38th NATIONAL GAMES 2025,32,400m Freestyle,Women,Final,2025-02-03,7,Diksha Sandip Yadav,Maharashtra,4:50.53,290.53,,03-02-2025,Event 32 header,13
38th NATIONAL GAMES 2025,32,400m Freestyle,Women,Final,2025-02-03,8,Praniti Singh Choudhary,Rajasthan,4:56.29,296.29,,03-02-2025,Event 32 header,13
38th NATIONAL GAMES 2025,33,200m Medley,Men,Final,2025-02-03,1,Shoan Ganguly,Karnataka,2:06.61,126.61,,03-02-2025,Event 32 header,13
38th NATIONAL GAMES 2025,33,200m Medley,Men,Final,2025-02-03,2,Sajan Prakash,Kerala,2:08.17,128.17,,03-02-2025,Event 32 header,13
38th NATIONAL GAMES 2025,33,200m Medley,Men,Final,2025-02-03,3,Aryan Nehra,Gujarat,2:09.68,129.68,,03-02-2025,Event 32 header,13
38th NATIONAL GAMES 2025,33,200m Medley,Men,Final,2025-02-03,4,Shivank Vishwanath,Karnataka,2:13.18,133.18,,03-02-2025,Event 32 header,13
38th NATIONAL GAMES 2025,33,200m Medley,Men,Final,2025-02-03,5,Neelam Deva Ganesh,Andhra Pradesh,2:14.76,134.76,,03-02-2025,Event 32 header,13
38th NATIONAL GAMES 2025,33,200m Medley,Men,Final,2025-02-03,6,Sarungbam Athouba Meitei,Manipur,2:15.34,135.34,,03-02-2025,Event 32 header,13
38th NATIONAL GAMES 2025,33,200m Medley,Men,Final,2025-02-03,7,Utsab Datta,Bengal,2:15.62,135.62,,03-02-2025,Event 32 header,13
38th NATIONAL GAMES 2025,33,200m Medley,Men,Final,2025-02-03,8,Praveen P,SSCB,2:17.69,137.69,,03-02-2025,Event 32 header,13
38th NATIONAL GAMES 2025,34,200m Medley,Women,Final,2025-02-03,1,Saanvi Deshwal,Maharashtra,2:24.90,144.9,,03-02-2025,Event 35 header,14
38th NATIONAL GAMES 2025,34,200m Medley,Women,Final,2025-02-03,2,Shreenithi Natesan,Tamilnadu,2:27.92,147.92,,03-02-2025,Event 35 header,14
38th NATIONAL GAMES 2025,34,200m Medley,Women,Final,2025-02-03,3,Bhumi Gupta,Chhattisgarh,2:29.54,149.54,,03-02-2025,Event 35 header,14
38th NATIONAL GAMES 2025,34,200m Medley,Women,Final,2025-02-03,4,Shrungi Rajesh Bandekar,Goa,2:29.96,149.96,,03-02-2025,Event 35 header,14
38th NATIONAL GAMES 2025,34,200m Medley,Women,Final,2025-02-03,5,Jedidah A,Karnataka,2:35.35,155.35,,03-02-2025,Event 35 header,14
38th NATIONAL GAMES 2025,34,200m Medley,Women,Final,2025-02-03,6,Tvisha Nikhil Dixit,Maharashtra,2:36.11,156.11,,03-02-2025,Event 35 header,14
38th NATIONAL GAMES 2025,34,200m Medley,Women,Final,2025-02-03,7,Trisha Sindhu,Karnataka,2:37.79,157.79,,03-02-2025,Event 35 header,14
38th NATIONAL GAMES 2025,34,200m Medley,Women,Final,2025-02-03,8,Dhayanitha S,Tamilnadu,2:39.18,159.18,,03-02-2025,Event 35 header,14
38th NATIONAL GAMES 2025,35,50m Backstroke,Men,Final,2025-02-03,1,Srihari Nataraj,Karnataka,26.09,26.09,,03-02-2025,Event 35 header,14
38th NATIONAL GAMES 2025,35,50m Backstroke,Men,Final,2025-02-03,2,Akash Mani,Karnataka,26.42,26.42,,03-02-2025,Event 35 header,14
38th NATIONAL GAMES 2025,35,50m Backstroke,Men,Final,2025-02-03,3,Rishabh Das,Maharashtra,26.45,26.45,,03-02-2025,Event 35 header,14
38th NATIONAL GAMES 2025,35,50m Backstroke,Men,Final,2025-02-03,4,Benedicton Rohit,Tamilnadu,26.74,26.74,,03-02-2025,Event 35 header,14
38th NATIONAL GAMES 2025,35,50m Backstroke,Men,Final,2025-02-03,5,Soumyajit Saha,Bengal,27.43,27.43,,03-02-2025,Event 35 header,14
38th NATIONAL GAMES 2025,35,50m Backstroke,Men,Final,2025-02-03,6,M.J.Praveen Kumar,Tamilnadu,27.51,27.51,,03-02-2025,Event 35 header,14
38th NATIONAL GAMES 2025,35,50m Backstroke,Men,Final,2025-02-03,7,Madhu P S,SSCB,27.72,27.72,,03-02-2025,Event 35 header,14
38th NATIONAL GAMES 2025,35,50m Backstroke,Men,Final,2025-02-03,8,Arjun Singh,Haryana,28.25,28.25,,03-02-2025,Event 35 header,14
38th NATIONAL GAMES 2025,36,50m Backstroke,Women,Final,2025-02-03,1,Vihitha Nayana,Karnataka,31.46,31.46,,03-02-2025,Event 35 header,14
38th NATIONAL GAMES 2025,36,50m Backstroke,Women,Final,2025-02-03,2,Soubriti Mondal,Bengal,31.47,31.47,,03-02-2025,Event 35 header,14
38th NATIONAL GAMES 2025,36,50m Backstroke,Women,Final,2025-02-03,3,Rujuta Rajadnya,Maharashtra,31.50,31.5,,03-02-2025,Event 35 header,14
38th NATIONAL GAMES 2025,36,50m Backstroke,Women,Final,2025-02-03,4,Shalini R Dixit,Karnataka,31.68,31.68,,03-02-2025,Event 35 header,14
38th NATIONAL GAMES 2025,36,50m Backstroke,Women,Final,2025-02-03,5,Deeksha Sivakumar,Tamilnadu,31.84,31.84,,03-02-2025,Event 35 header,14
38th NATIONAL GAMES 2025,36,50m Backstroke,Women,Final,2025-02-03,6,Jiya Yadav,Uttar Pradesh,31.92,31.92,,03-02-2025,Event 35 header,14
38th NATIONAL GAMES 2025,36,50m Backstroke,Women,Final,2025-02-03,7,Pratishtha Dangi,Maharashtra,32.04,32.04,,03-02-2025,Event 35 header,14
38th NATIONAL GAMES 2025,36,50m Backstroke,Women,Final,2025-02-03,8,Pratyasa Ray,Odisha,32.07,32.07,,03-02-2025,Event 35 header,14
38th NATIONAL GAMES 2025,38,100m Breaststroke,Women,Results Final,2025-02-04,1,Harshitha Jayaram,Kerala,1:14.34,74.34,,04-02-2025,Event 37 heading,15
38th NATIONAL GAMES 2025,38,100m Breaststroke,Women,Results Final,2025-02-04,2,Saanvi Deshwal,Maharashtra,1:16.37,76.37,,04-02-2025,Event 37 heading,15
38th NATIONAL GAMES 2025,38,100m Breaststroke,Women,Results Final,2025-02-04,3,Jyoti Patil,Maharashtra,1:17.36,77.36,,04-02-2025,Event 37 heading,15
38th NATIONAL GAMES 2025,38,100m Breaststroke,Women,Results Final,2025-02-04,4,Venika Parikh,Gujarat,1:17.37,77.37,,04-02-2025,Event 37 heading,15
38th NATIONAL GAMES 2025,38,100m Breaststroke,Women,Results Final,2025-02-04,5,Divyanka Dibyajyoti Pradhan,Odisha,1:17.48,77.48,,04-02-2025,Event 37 heading,15
38th NATIONAL GAMES 2025,38,100m Breaststroke,Women,Results Final,2025-02-04,6,Chahat Arora,Punjab,1:17.61,77.61,,04-02-2025,Event 37 heading,15
38th NATIONAL GAMES 2025,38,100m Breaststroke,Women,Results Final,2025-02-04,7,Vasupalli Naga Greeshmini,Andhra Pradesh,1:18.03,78.03,,04-02-2025,Event 37 heading,15
38th NATIONAL GAMES 2025,38,100m Breaststroke,Women,Results Final,2025-02-04,8,Avni Chhabra,Punjab,1:18.45,78.45,,04-02-2025,Event 37 heading,15
38th NATIONAL GAMES 2025,39,100m Breaststroke,Men,Final,2025-02-04,1,Vidith S Shankar,Karnataka,1:03.97,63.97,,04-02-2025,session date on first block,16
38th NATIONAL GAMES 2025,39,100m Breaststroke,Men,Final,2025-02-04,2,S.Danush,Tamilnadu,1:04.51,64.51,,04-02-2025,session date on first block,16
38th NATIONAL GAMES 2025,39,100m Breaststroke,Men,Final,2025-02-04,3,Rana Pratap,Jharkhand,1:04.57,64.57,,04-02-2025,session date on first block,16
38th NATIONAL GAMES 2025,39,100m Breaststroke,Men,Final,2025-02-04,4,Lohith Mogili,Andhra Pradesh,1:05.83,65.83,,04-02-2025,session date on first block,16
38th NATIONAL GAMES 2025,39,100m Breaststroke,Men,Final,2025-02-04,5,Prithviraj Dange,Maharashtra,1:07.13,67.13,,04-02-2025,session date on first block,16
38th NATIONAL GAMES 2025,39,100m Breaststroke,Men,Final,2025-02-04,6,Bhhagya Gahlaut,Delhi,1:07.54,67.54,,04-02-2025,session date on first block,16
38th NATIONAL GAMES 2025,39,100m Breaststroke,Men,Final,2025-02-04,7,Abhinandan Khandelwal,Rajasthan,1:07.86,67.86,,04-02-2025,session date on first block,16
38th NATIONAL GAMES 2025,39,100m Breaststroke,Men,Final,2025-02-04,8,Dipan Das,Bengal,1:19.06,79.06,,04-02-2025,session date on first block,16
38th NATIONAL GAMES 2025,40,100m Freestyle,Women,Final,2025-02-04,1,Dhinidhi Desinghu,Karnataka,57.34,57.34,NMR,04-02-2025,session date on first block,16
38th NATIONAL GAMES 2025,40,100m Freestyle,Women,Final,2025-02-04,2,Titiksha Rawat,Delhi,59.38,59.38,,04-02-2025,session date on first block,16
38th NATIONAL GAMES 2025,40,100m Freestyle,Women,Final,2025-02-04,3,Aditi Satish Hegde,Maharashtra,59.49,59.49,,04-02-2025,session date on first block,16
38th NATIONAL GAMES 2025,40,100m Freestyle,Women,Final,2025-02-04,4,Avantika Chawan,Maharashtra,59.70,59.7,,04-02-2025,session date on first block,16
38th NATIONAL GAMES 2025,40,100m Freestyle,Women,Final,2025-02-04,5,Latiesha Mandana,Karnataka,1:00.87,60.87,,04-02-2025,session date on first block,16
38th NATIONAL GAMES 2025,40,100m Freestyle,Women,Final,2025-02-04,6,Deeksha Sivakumar,Tamilnadu,1:00.95,60.95,,04-02-2025,session date on first block,16
38th NATIONAL GAMES 2025,40,100m Freestyle,Women,Final,2025-02-04,7,Snigdha Ghosh,Bengal,1:01.44,61.44,,04-02-2025,session date on first block,16
38th NATIONAL GAMES 2025,40,100m Freestyle,Women,Final,2025-02-04,8,Jahnabi Kashyap,Assam,1:01.50,61.5,,04-02-2025,session date on first block,16
38th NATIONAL GAMES 2025,41,100m Freestyle,Men,Final,2025-02-04,1,Srihari Nataraj,Karnataka,50.65,50.65,,04-02-2025,session date on first block,16
38th NATIONAL GAMES 2025,41,100m Freestyle,Men,Final,2025-02-04,2,Heer Gitesh Shah,Maharashtra,51.61,51.61,,04-02-2025,session date on first block,16
38th NATIONAL GAMES 2025,41,100m Freestyle,Men,Final,2025-02-04,3,Rishabh Das,Maharashtra,51.71,51.71,,04-02-2025,session date on first block,16
38th NATIONAL GAMES 2025,41,100m Freestyle,Men,Final,2025-02-04,4,Akash Mani,Karnataka,51.83,51.83,,04-02-2025,session date on first block,16
38th NATIONAL GAMES 2025,41,100m Freestyle,Men,Final,2025-02-04,5,Benedicton Rohit,Tamilnadu,52.04,52.04,,04-02-2025,session date on first block,16
38th NATIONAL GAMES 2025,41,100m Freestyle,Men,Final,2025-02-04,6,Joshua Thomas,Tamilnadu,52.24,52.24,,04-02-2025,session date on first block,16
38th NATIONAL GAMES 2025,41,100m Freestyle,Men,Final,2025-02-04,7,Anshul Kothari,Gujarat,52.88,52.88,,04-02-2025,session date on first block,16
38th NATIONAL GAMES 2025,41,100m Freestyle,Men,Final,2025-02-04,8,Harsh Saroha,Haryana,53.01,53.01,,04-02-2025,session date on first block,16
