event,date,division,round,bout_no,boxer_a,country_a,boxer_b,country_b,winner,result,date_raw,date_source,page
BOXAM ELITE 2026 - LA NUCÍA,2026-02-03,Elite Men - 70 Kg (EM-70kg),,15,FORMENTO SANTOS KALED,ESP,SANTORIELLO VICENT,ESP,SANTORIELLO VICENT,WP 4:1,MA. 3 FEB. 2026,title,4
BOXAM ELITE 2026 - LA NUCÍA,2026-02-03,Elite Men - 70 Kg (EM-70kg),,16,BOS FINN,NED,HITESH,IND,HITESH,WP 5:0,MA. 3 FEB. 2026,title,4
BOXAM ELITE 2026 - LA NUCÍA,2026-02-03,Elite Men - 70 Kg (EM-70kg),,17,LOMAKIN MARK,UKR,MAYOUM KOUC,DEN,MAYOUM KOUC,WP 5:0,MA. 3 FEB. 2026,title,5
BOXAM ELITE 2026 - LA NUCÍA,2026-02-03,Elite Men - 70 Kg (EM-70kg),,18,MONTEIRO AILTON,CPV,SABYRKHAN TOREKHAN,KAZ,SABYRKHAN TOREKHAN,WP 5:0,MA. 3 FEB. 2026,title,5
BOXAM ELITE 2026 - LA NUCÍA,2026-02-03,Elite Men - 75 Kg (EM-75kg),,19,TAVARES ADMILSON,CPV,SHAW-TULLIN KYLE,ENG,SHAW-TULLIN KYLE,WP 5:0,MA. 3 FEB. 2026,title,5
BOXAM ELITE 2026 - LA NUCÍA,2026-02-03,Elite Men - 75 Kg (EM-75kg),,20,AKASH,IND,ZAKHARCHENKO NIKITA,UKR,AKASH,WP 4:1,MA. 3 FEB. 2026,title,5
BOXAM ELITE 2026 - LA NUCÍA,2026-02-03,Elite Men - 80 Kg (EM-80kg),,21,GOMES EDMILSON,CPV,JONGJOHO WEERAPON,THA,JONGJOHO WEERAPON,WP 5:0,MA. 3 FEB. 2026,title,5
BOXAM ELITE 2026 - LA NUCÍA,2026-02-03,Elite Men - 80 Kg (EM-80kg),,22,BEN OTHMEN RAYEN,BEL,RYSZARD GILEJ,POL,BEN OTHMEN RAYEN,WP 5:0,MA. 3 FEB. 2026,title,5
BOXAM ELITE 2026 - LA NUCÍA,2026-02-03,Elite Men - 80 Kg (EM-80kg),,23,COY BERNAL PABLO,ESP,MONTEIRO KEVIN,CPV,COY BERNAL PABLO,ABD R1,MA. 3 FEB. 2026,title,5
BOXAM ELITE 2026 - LA NUCÍA,2026-02-03,Elite Women - 54 Kg (EW-54kg),,24,CHONGPRONGKLANG NATNICHA,THA,DELGADO MEDEIROS MIREN,ESP,CHONGPRONGKLANG NATNICHA,WP 5:0,MA. 3 FEB. 2026,title,6
BOXAM ELITE 2026 - LA NUCÍA,2026-02-03,Elite Women - 57 Kg (EW-57kg),,25,RUENROPS PUNRAWEE,THA,TERESI MALOË,FRA,RUENROPS PUNRAWEE,WP 5:0,MA. 3 FEB. 2026,title,6
BOXAM ELITE 2026 - LA NUCÍA,2026-02-03,Elite Women - 57 Kg (EW-57kg),,26,AL AHMAHDEH MARIE,CAN,BURGOS UCEDA DANIELA,ESP,AL AHMAHDEH MARIE,WP 4:1,MA. 3 FEB. 2026,title,6
BOXAM ELITE 2026 - LA NUCÍA,2026-02-03,Elite Women - 60 Kg (EW-60kg),,27,DOVHAL TETIANA,UKR,NOVICUER LISA,FRA,DOVHAL TETIANA,WP 3:2,MA. 3 FEB. 2026,title,6
BOXAM ELITE 2026 - LA NUCÍA,2026-02-03,Elite Women - 60 Kg (EW-60kg),,28,SOMNUEK THANANYA,THA,GONZALEZ RODRIGUEZ ANA ISABEL,ESP,SOMNUEK THANANYA,WP 3:2,MA. 3 FEB. 2026,title,6
BOXAM ELITE 2026 - LA NUCÍA,2026-02-03,Elite Women - 65 Kg (EW-65kg),,29,HOPPEMA AALIYAH,NED,ALLEN KAYLA,ENG,ALLEN KAYLA,WP 3:2,MA. 3 FEB. 2026,title,6
BOXAM ELITE 2026 - LA NUCÍA,2026-02-03,Elite Women - 65 Kg (EW-65kg),,30,TANATAR ASSEM,KAZ,KAJAL,,KAJAL,WP 4:1,MA. 3 FEB. 2026,title,6
BOXAM ELITE 2026 - LA NUCÍA,2026-02-03,Elite Men - 60 Kg (EM-60kg),,31,EL AIDOUNI HAMEZA,BEL,ABDURAIMOV AIDER,UKR,ABDURAIMOV AIDER,WP 5:0,MA. 3 FEB. 2026,title,6
BOXAM ELITE 2026 - LA NUCÍA,2026-02-03,Elite Men - 60 Kg (EM-60kg),,32,CHINEA COLLAZOS BRANDON ALEJANDRO,ESP,SACHIN,IND,SACHIN,WP 5:0,MA. 3 FEB. 2026,title,7
BOXAM ELITE 2026 - LA NUCÍA,2026-02-03,Elite Men - 60 Kg (EM-60kg),,33,MELKUMIAN GEORGES BENIK,LUX,RAKHIMOV FUZAYL,CAN,MELKUMIAN GEORGES BENIK,WP 3:2,MA. 3 FEB. 2026,title,7
BOXAM ELITE 2026 - LA NUCÍA,2026-02-03,Elite Men - 60 Kg (EM-60kg),,34,DRYDEN JACK,ENG,MOLDASHEV DAULET,KAZ,DRYDEN JACK,WP 3:2,MA. 3 FEB. 2026,title,7
BOXAM ELITE 2026 - LA NUCÍA,2026-02-03,Elite Men - 65 Kg (EM-65kg),,35,TYMUR TSEBEN,POL,ALIEV ELVIN,UKR,ALIEV ELVIN,RSC R2,MA. 3 FEB. 2026,title,7
BOXAM ELITE 2026 - LA NUCÍA,2026-02-03,Elite Men - 65 Kg (EM-65kg),,36,TOLTAYEV SANATALI,KAZ,LABRIE GABRIEL ALY,CAN,LABRIE GABRIEL ALY,WP 3:0,MA. 3 FEB. 2026,title,7
BOXAM ELITE 2026 - LA NUCÍA,2026-02-03,Elite Men - 65 Kg (EM-65kg),,37,TISAYEV RASUL,BEL,IBARRECHE CONDE OIER,ESP,IBARRECHE CONDE OIER,WP 5:0,MA. 3 FEB. 2026,title,7
BOXAM ELITE 2026 - LA NUCÍA,2026-02-03,Elite Men - 70 Kg (EM-70kg),,38,MURSAL NURBEK,KAZ,CHANSON WITHAYA,THA,MURSAL NURBEK,RSC R3,MA. 3 FEB. 2026,title,7
BOXAM ELITE 2026 - LA NUCÍA,2026-02-03,Elite Men - 70 Kg (EM-70kg),,39,KERR SONNY KEVIN,SCO,MATIAKUBOV BOZORBOK,UKR,MATIAKUBOV BOZORBOK,WP 3:2,MA. 3 FEB. 2026,title,7
BOXAM ELITE 2026 - LA NUCÍA,2026-02-03,Elite Men - 70 Kg (EM-70kg),,40,DEEPAK,IND,AYITEY HORNEL,BEL,DEEPAK,WP 4:1,MA. 3 FEB. 2026,title,8
BOXAM ELITE 2026 - LA NUCÍA,2026-02-03,Elite Men - 70 Kg (EM-70kg),,41,NANGEMO MODY,SWE,ROSALÉN PRIETO DAVID EDÉNEL,ESP,ROSALÉN PRIETO DAVID EDÉNEL,WP 5:0,MA. 3 FEB. 2026,title,8
BOXAM ELITE 2026 - LA NUCÍA,2026-02-03,Elite Men - 75 Kg (EM-75kg),,42,SALAS MANUEL BENI,BEL,GOMES JENARIO,NED,SALAS MANUEL BENI,WP 4:1,MA. 3 FEB. 2026,title,8
BOXAM ELITE 2026 - LA NUCÍA,2026-02-03,Elite Men - 75 Kg (EM-75kg),,43,ZYGULA LUKASZ,POL,KONSBEKOV AMAN,KAZ,KONSBEKOV AMAN,WP 5:0,MA. 3 FEB. 2026,title,8
BOXAM ELITE 2026 - LA NUCÍA,2026-02-03,Elite Men - 80 Kg (EM-80kg),,44,MALSAWMTLUANGA,IND,ANKUSH,IND,ANKUSH,WP 4:1,MA. 3 FEB. 2026,title,8
BOXAM ELITE 2026 - LA NUCÍA,2026-02-03,Elite Men - 80 Kg (EM-80kg),,45,ZHAPKPEKOV YERASSYL,KAZ,OFORI JOSHUA,CAN,ZHAPKPEKOV YERASSYL,WP 4:1,MA. 3 FEB. 2026,title,8
BOXAM ELITE 2026 - LA NUCÍA,2026-02-03,Elite Men - 80 Kg (EM-80kg),,46,KULIIEV DZHAMAL,UKR,BEKTAS AZAMAT,KAZ,BEKTAS AZAMAT,WP 3:2,MA. 3 FEB. 2026,title,8
BOXAM ELITE 2026 - LA NUCÍA,2026-02-04,Elite Women - 48 Kg (EW-48kg),,47,D'ALMEIDA GLORIA,FRA,RANI MANJU,IND,RANI MANJU,WP 5:0,MI. 4 FEB. 2026,title,9
BOXAM ELITE 2026 - LA NUCÍA,2026-02-04,Elite Women - 51 Kg (EW-51kg),,48,MARYNCHUK YAROSLAVA,UKR,WRIGHT MCKENZIE,CAN,WRIGHT MCKENZIE,WP 5:0,MI. 4 FEB. 2026,title,9
BOXAM ELITE 2026 - LA NUCÍA,2026-02-04,Elite Women - 51 Kg (EW-51kg),,49,BARCELÓ CALDERÓN LAURA,ESP,NITU,IND,NITU,RSC R1,MI. 4 FEB. 2026,title,9
BOXAM ELITE 2026 - LA NUCÍA,2026-02-04,Elite Women - 51 Kg (EW-51kg),,50,ALCAÑIZ APARICI CLAUDIA,ESP,KUSUM,IND,KUSUM,WP 4:1,MI. 4 FEB. 2026,title,9
BOXAM ELITE 2026 - LA NUCÍA,2026-02-04,Elite Women - 51 Kg (EW-51kg),,51,GUO YI-XUAN,TPE,RAKSAT CHUTHAMAT,THA,RAKSAT CHUTHAMAT,WP 5:0,MI. 4 FEB. 2026,title,9
BOXAM ELITE 2026 - LA NUCÍA,2026-02-04,Elite Women - 70 Kg (EW-70kg),,52,MARTÍNEZ MAS DUNIA,ESP,MONTEMIGLIO MAEVA,CAN,MARTÍNEZ MAS DUNIA,WP 4:1,MI. 4 FEB. 2026,title,9
BOXAM ELITE 2026 - LA NUCÍA,2026-02-04,Elite Women - 70 Kg (EW-70kg),,53,ISSINA AZIZA,KAZ,CHOUDHARY ARUNDHATI,IND,CHOUDHARY ARUNDHATI,WP 5:0,MI. 4 FEB. 2026,title,9
BOXAM ELITE 2026 - LA NUCÍA,2026-02-04,Elite Women - 75 Kg (EW-75kg),,54,SOKOLOVSKA ANASTASIYA,ESP,ECCLES ROSIE,WAL,ECCLES ROSIE,WP 5:0,MI. 4 FEB. 2026,title,9
BOXAM ELITE 2026 - LA NUCÍA,2026-02-04,Elite Women - 75 Kg (EW-75kg),,55,PYLYPCHUK OLHA,UKR,BORGOHAIN LOVLINA,IND,BORGOHAIN LOVLINA,WP 5:0,MI. 4 FEB. 2026,title,10
BOXAM ELITE 2026 - LA NUCÍA,2026-02-04,Elite Men - 50 Kg (EM-50kg),,56,TASHKENBAY SANZHAR,KAZ,SINGH RISHI,IND,TASHKENBAY SANZHAR,WP 4:1,MI. 4 FEB. 2026,title,10
BOXAM ELITE 2026 - LA NUCÍA,2026-02-04,Elite Men - 55 Kg (EM-55kg),,57,TURBIDE ALEXIS,CAN,WANUKAGA ALVIN,SWE,WANUKAGA ALVIN,WP 3:1,MI. 4 FEB. 2026,title,10
BOXAM ELITE 2026 - LA NUCÍA,2026-02-04,Elite Men - 55 Kg (EM-55kg),,58,SABYRKHAN MAKMHUD,KAZ,GAUCHER IZAYA,FRA,SABYRKHAN MAKMHUD,WP 4:1,MI. 4 FEB. 2026,title,10
BOXAM ELITE 2026 - LA NUCÍA,2026-02-04,Elite Men - 55 Kg (EM-55kg),,59,PENG CHIA-FENG,TPE,CHULIACHEIEV OLEH,UKR,PENG CHIA-FENG,WP 4:1,MI. 4 FEB. 2026,title,10
BOXAM ELITE 2026 - LA NUCÍA,2026-02-04,Elite Men - 55 Kg (EM-55kg),,60,MUKHAMMADIEV SILIOVUSH,UKR,MANDENGBAI JAUMANI SINGH,IND,MANDENGBAI JAUMANI SINGH,WP 4:1,MI. 4 FEB. 2026,title,10
BOXAM ELITE 2026 - LA NUCÍA,2026-02-04,Elite Men - 70 Kg (EM-70kg),,61,SANTORIELLO VINCENT,CAN,HITESH,IND,HITESH,WP 5:0,MI. 4 FEB. 2026,title,10
BOXAM ELITE 2026 - LA NUCÍA,2026-02-04,Elite Men - 70 Kg (EM-70kg),,62,MAYOUM KOUC,DEN,SABYRKHAN TOREKHAN,KAZ,SABYRKHAN TOREKHAN,WP 5:0,MI. 4 FEB. 2026,title,10
BOXAM ELITE 2026 - LA NUCÍA,2026-02-04,Elite Men - 80 Kg (EM-80kg),,63,ILLIUSHA PAVLO,UKR,JONGJOHO WEERAPON,THA,ILLIUSHA PAVLO,WP 4:1,MI. 4 FEB. 2026 20:57,footer Report Created,11
BOXAM ELITE 2026 - LA NUCÍA,2026-02-04,Elite Men - 80 Kg (EM-80kg),,64,BEN OTHMEN RAYEN,BEL,COY BERNAL PABLO,ESP,COY BERNAL PABLO,WP 4:1,MI. 4 FEB. 2026 20:57,footer Report Created,11
BOXAM ELITE 2026 - LA NUCÍA,2026-02-04,Elite Men - 85 Kg (EM-85kg),,65,FRESNEDA RICARDO ADRIAN,ESP,JUGNOO,IND,FRESNEDA RICARDO ADRIAN,WP 4:1,MI. 4 FEB. 2026 20:57,footer Report Created,11
BOXAM ELITE 2026 - LA NUCÍA,2026-02-04,Elite Men - 85 Kg (EM-85kg),,66,ORALBAY NURBEK,KAZ,ZHASAN DANYLO,UKR,ORALBAY NURBEK,WP 3:2,MI. 4 FEB. 2026 20:57,footer Report Created,11
BOXAM ELITE 2026 - LA NUCÍA,2026-02-04,Elite Men - 90 Kg (EM-90kg),,67,RAKHMANOV ONGTALAP,KAZ,KERMAS LEON,EST,RAKHMANOV ONGTALAP,WP 5:0,MI. 4 FEB. 2026 20:57,footer Report Created,11
BOXAM ELITE 2026 - LA NUCÍA,2026-02-04,Elite Men - 90 Kg (EM-90kg),,68,CHOUDHARY HARSH,IND,COLWELL BRYAN,CAN,CHOUDHARY HARSH,WP 5:0,MI. 4 FEB. 2026 20:57,footer Report Created,11
BOXAM ELITE 2026 - LA NUCÍA,2026-02-04,Elite Women - 51 Kg (EW-51kg),,70,GUTIERREZ SALMERON NOELIA,ESP,ABUMEZHITOVA RAKHMINA,KAZ,GUTIERREZ SALMERON NOELIA,WP 5:0,MI. 4 FEB. 2026 21:14,footer Report Created,12
BOXAM ELITE 2026 - LA NUCÍA,2026-02-04,Elite Women - 51 Kg (EW-51kg),,71,OSTROVSKA TETIANA,UKR,BOUREGA MAYSSOUN,FRA,BOUREGA MAYSSOUN,WP 5:0,MI. 4 FEB. 2026 21:14,footer Report Created,12
BOXAM ELITE 2026 - LA NUCÍA,2026-02-04,Elite Women - 51 Kg (EW-51kg),,72,MOPIN KAELYA,FRA,POKUSAI TAISSIA,UKR,POKUSAI TAISSIA,WP 3:2,MI. 4 FEB. 2026 21:14,footer Report Created,12
BOXAM ELITE 2026 - LA NUCÍA,2026-02-04,Elite Women - 51 Kg (EW-51kg),,73,OULKADI EL IDRISSI SARA,ESP,CHIU CHING-YU,TPE,CHIU CHING-YU,WP 5:0,MI. 4 FEB. 2026 21:14,footer Report Created,12
BOXAM ELITE 2026 - LA NUCÍA,2026-02-04,Elite Women - 70 Kg (EW-70kg),,74,SNEHA,IND,BADIN ANDREA,FRA,BADIN ANDREA,WP 4:1,MI. 4 FEB. 2026 21:14,footer Report Created,12
BOXAM ELITE 2026 - LA NUCÍA,2026-02-04,Elite Women - 70 Kg (EW-70kg),,75,TARAN ANASTASIIA,UKR,LOPEZ MOTA LORENA,ESP,TARAN ANASTASIIA,RSC R2,MI. 4 FEB. 2026 21:14,footer Report Created,12
BOXAM ELITE 2026 - LA NUCÍA,2026-02-04,Elite Women - 75 Kg (EW-75kg),,76,THOKCHOM SANAMACHA CHANU,IND,PENNEY VIKTORIA,CAN,THOKCHOM SANAMACHA CHANU,WP 4:1,MI. 4 FEB. 2026 21:14,footer Report Created,12
BOXAM ELITE 2026 - LA NUCÍA,2026-02-04,Elite Women - 75 Kg (EW-75kg),,77,SMITH MARY-KATE,ENG,GARCIA ADAME ALMA,ESP,SMITH MARY-KATE,WP 5:0,MI. 4 FEB. 2026 21:14,footer Report Created,12
BOXAM ELITE 2026 - LA NUCÍA,2026-02-04,Elite Men - 50 Kg (EM-50kg),,78,ROCK ISAIAH,CAN,ONGAROV NURZAT,KAZ,ONGAROV NURZAT,WP 5:0,MI. 4 FEB. 2026,title,13
BOXAM ELITE 2026 - LA NUCÍA,2026-02-04,Elite Men - 50 Kg (EM-50kg),,79,RUDYK MAKSYM,UKR,MAGHRAOUI FRYHAH ISMAEL,ESP,MAGHRAOUI FRYHAH ISMAEL,RSC R3,MI. 4 FEB. 2026,title,13
BOXAM ELITE 2026 - LA NUCÍA,2026-02-04,Elite Men - 55 Kg (EM-55kg),,80,BARTWAL PAWAN,IND,SAENGTHET THANARAT,THA,BARTWAL PAWAN,ABD R2,MI. 4 FEB. 2026,title,13
BOXAM ELITE 2026 - LA NUCÍA,2026-02-04,Elite Men - 55 Kg (EM-55kg),,81,ZYMENKO MAKSYM,UKR,TROWBRIDGE ELLIS,ENG,TROWBRIDGE ELLIS,WP 4:1,MI. 4 FEB. 2026,title,13
BOXAM ELITE 2026 - LA NUCÍA,2026-02-04,Elite Men - 55 Kg (EM-55kg),,82,CULLEM AARON ANDREW,SCO,BORANBEK BEXULTAN,KAZ,BORANBEK BEXULTAN,WP 5:0,MI. 4 FEB. 2026,title,13
BOXAM ELITE 2026 - LA NUCÍA,2026-02-04,Elite Men - 55 Kg (EM-55kg),,83,MOLINA SALVADOR MARTIN,ESP,TOMNIES MAXIMUS,CAN,TOMNIES MAXIMUS,WP 5:0,MI. 4 FEB. 2026,title,13
BOXAM ELITE 2026 - LA NUCÍA,2026-02-04,Elite Men - 70 Kg (EM-70kg),,84,MURSAL NURBEK,KAZ,MATIAKUBOV BOZORBOI,UKR,MURSAL NURBEK,WO,MI. 4 FEB. 2026,title,13
BOXAM ELITE 2026 - LA NUCÍA,2026-02-04,Elite Men - 70 Kg (EM-70kg),,85,DEEPAK,IND,ROSALEN PRIETO DAVID EDEÑEL,ESP,DEEPAK,WP 5:0,MI. 4 FEB. 2026,title,13
BOXAM ELITE 2026 - LA NUCÍA,2026-02-04,Elite Men - 80 Kg (EM-80kg),,86,ANKUSH,IND,ZHAPKEPOV YERASSYL,KAZ,ANKUSH,WP 3:2,MI. 4 FEB. 2026,title,14
BOXAM ELITE 2026 - LA NUCÍA,2026-02-04,Elite Men - 80 Kg (EM-80kg),,87,BEKTAS AZAMAT,KAZ,CARCAMO UMAR,CAN,BEKTAS AZAMAT,WP 5:0,MI. 4 FEB. 2026,title,14
BOXAM ELITE 2026 - LA NUCÍA,2026-02-04,Elite Men - 85 Kg (EM-85kg),,88,RAZHBA MATVII,UKR,PANAH ARYAN SAED,NEU,PANAH ARYAN SAED,WP 5:0,MI. 4 FEB. 2026,title,14
BOXAM ELITE 2026 - LA NUCÍA,2026-02-04,Elite Men - 85 Kg (EM-85kg),,89,LAKTIONOV MYKOLA,UKR,IBAÑEZ MATIAX RUBEN,ESP,LAKTIONOV MYKOLA,RSC-I R2,MI. 4 FEB. 2026,title,14
BOXAM ELITE 2026 - LA NUCÍA,2026-02-04,Elite Men - 90 Kg (EM-90kg),,90,SOUKOUNA KANDOORO,FRA,TANWAR NAMAN,IND,SOUKOUNA KANDOORO,WP 4:1,MI. 4 FEB. 2026,title,14
BOXAM ELITE 2026 - LA NUCÍA,2026-02-04,Elite Men - 90 Kg (EM-90kg),,91,BELEZIKA ELWIN,SWE,PALAU CONTINENTE GUILLERMO,ESP,BELEZIKA ELWIN,WP 5:0,MI. 4 FEB. 2026,title,14
BOXAM ELITE 2026 - LA NUCÍA,2025-02-05,Elite Women - 51 Kg (EW-51kg),,92,WRIGHT MCKENZIE,CAN,NITU,IND,NITU,WP 5:0,MI. 5 FEB. 2025,title,15
BOXAM ELITE 2026 - LA NUCÍA,2025-02-05,Elite Women - 51 Kg (EW-51kg),,93,KUSUM,IND,RAKSAT CHUTHAMAT,THA,RAKSAT CHUTHAMAT,WP 5:0,MI. 5 FEB. 2025,title,15
BOXAM ELITE 2026 - LA NUCÍA,2025-02-05,Elite Women - 54 Kg (EW-54kg),,94,GONZALEZ CACERES MARIA,ESP,PREETI,IND,PREETI,ABD R3,MI. 5 FEB. 2025,title,15
BOXAM ELITE 2026 - LA NUCÍA,2025-02-05,Elite Women - 54 Kg (EW-54kg),,95,SHKEUL VICTORIJA,UKR,HAMDI AYA,FRA,HAMDI AYA,WP 4:1,MI. 5 FEB. 2025,title,15
BOXAM ELITE 2026 - LA NUCÍA,2025-02-05,Elite Women - 57 Kg (EW-57kg),,96,CARDENAS FERNANDEZ ANDREA,ESP,WEERHEIM GABRIELLA,NED,WEERHEIM GABRIELLA,WP 5:0,MI. 5 FEB. 2025,title,15
BOXAM ELITE 2026 - LA NUCÍA,2025-02-05,Elite Women - 57 Kg (EW-57kg),,97,PRACHI,IND,PARSONS VIVIEN,ENG,PARSONS VIVIEN,WP 3:0,MI. 5 FEB. 2025,title,15
BOXAM ELITE 2026 - LA NUCÍA,2025-02-05,Elite Women - 60 Kg (EW-60kg),,98,GALANO LOPEZ LAURA,ESP,PRIYA,IND,PRIYA,WP 5:0,MI. 5 FEB. 2025,title,15
BOXAM ELITE 2026 - LA NUCÍA,2025-02-05,Elite Women - 60 Kg (EW-60kg),,99,van der TOORN MAUD,NED,GRAFEYEVA YEVGENIYA,KAZ,van der TOORN MAUD,WP 4:0,MI. 5 FEB. 2025,title,15
BOXAM ELITE 2026 - LA NUCÍA,2025-02-05,Elite Women - 65 Kg (EW-65kg),,100,YADAV PRANJAL,IND,JILKOVÁ VIKTORIE,CZE,YADAV PRANJAL,WP 5:0,MI. 5 FEB. 2025,title,16
BOXAM ELITE 2026 - LA NUCÍA,2025-02-05,Elite Women - 65 Kg (EW-65kg),,101,SERIK NAZERKE,KAZ,SOTO TORRES MARIANA,ESP,SERIK NAZERKE,WP 3:2,MI. 5 FEB. 2025,title,16
BOXAM ELITE 2026 - LA NUCÍA,2025-02-05,Elite Men - 55 Kg (EM-55kg),,102,WANUKAGA ALVIN,SWE,SABYRKHAN MAKHMD,KAZ,SABYRKHAN MAKHMD,WP 5:0,MI. 5 FEB. 2025,title,16
BOXAM ELITE 2026 - LA NUCÍA,2025-02-05,Elite Men - 55 Kg (EM-55kg),,103,PENG CHIA-FENG,TPE,MANDEBANG JADUMANI SINGH,IND,PENG CHIA-FENG,WP 5:0,MI. 5 FEB. 2025,title,16
BOXAM ELITE 2026 - LA NUCÍA,2025-02-05,Elite Men - 60 Kg (EM-60kg),,104,TEMIRZHANOV SERIK,KAZ,AL AHMADEH KEOMA-ALI,CAN,AL AHMADEH KEOMA-ALI,WP 3:2,MI. 5 FEB. 2025,title,16
BOXAM ELITE 2026 - LA NUCÍA,2025-02-05,Elite Men - 60 Kg (EM-60kg),,105,MOHAMMED HUSSAM UDDIN,IND,DAHLY ALI,UKR,MOHAMMED HUSSAM UDDIN,WP 5:0,MI. 5 FEB. 2025,title,16
BOXAM ELITE 2026 - LA NUCÍA,2025-02-05,Elite Men - 65 Kg (EM-65kg),,106,RAGA LEWAS JOAN MARCEL,ESP,PIDNUCH KHUNATIP,THA,PIDNUCH KHUNATIP,WP 5:0,MI. 5 FEB. 2025,title,16
BOXAM ELITE 2026 - LA NUCÍA,2025-02-05,Elite Men - 65 Kg (EM-65kg),,107,OUNAI MOHAMED,FRA,TURNER JOE,ENG,OUNAI MOHAMED,WO,MI. 5 FEB. 2025,title,16
BOXAM ELITE 2026 - LA NUCÍA,2025-02-05,Elite Men - 75 Kg (EM-75kg),,108,Nurseitov Timur,KAZ,Shaw-Tullin Kyle,ENG,Nurseitov Timur,WP 4:1,MI. 5 FEB. 2025,title,17
BOXAM ELITE 2026 - LA NUCÍA,2025-02-05,Elite Men - 75 Kg (EM-75kg),,109,Akash,IND,Saez Cañero Jose Luis,ESP,Akash,WP 4:1,MI. 5 FEB. 2025,title,17
BOXAM ELITE 2026 - LA NUCÍA,2025-02-05,Elite Men - 90 Kg (EM-90kg),,110,Reyes Pla Emanuel,ESP,Rakhmanov Ongtalap,KAZ,Reyes Pla Emanuel,WP 5:0,MI. 5 FEB. 2025,title,17
BOXAM ELITE 2026 - LA NUCÍA,2025-02-05,Elite Men - 90 Kg (EM-90kg),,111,Choudhary Harsh,IND,Okoh Issac,ENG,Okoh Issac,WP 5:0,MI. 5 FEB. 2025,title,17
BOXAM ELITE 2026 - LA NUCÍA,2025-02-05,Elite Men + 90 Kg (EM+90kg),,112,Assylkhan Nurassyl,KAZ,Gill Sawan,IND,Assylkhan Nurassyl,WP 5:0,MI. 5 FEB. 2025,title,17
BOXAM ELITE 2026 - LA NUCÍA,2025-02-05,Elite Men + 90 Kg (EM+90kg),,113,El Khatabi Zighdad Abdel Monim,ESP,Lovchynskyi Dmytro,UKR,Lovchynskyi Dmytro,RSC R3,MI. 5 FEB. 2025,title,17
BOXAM ELITE 2026 - LA NUCÍA,2026-02-05,Elite Women - 51 Kg (EW-51kg),,114,GUTIERREZ SALMERON NOELIA,ESP,BOUREGA MAYSSOUN,FRA,GUTIERREZ SALMERON NOELIA,WP 5:0,JU. 5 FEB. 2026,title,18
BOXAM ELITE 2026 - LA NUCÍA,2026-02-05,Elite Women - 51 Kg (EW-51kg),,115,POKUSAI TAISSIA,UKR,CHIU CHING-YU,TPE,POKUSAI TAISSIA,WP 4:1,JU. 5 FEB. 2026,title,18
BOXAM ELITE 2026 - LA NUCÍA,2026-02-05,Elite Women - 54 Kg (EW-54kg),,116,de FELICE ANGELA,SUI,SMITH IVY-JANE,ENG,SMITH IVY-JANE,WP 5:0,JU. 5 FEB. 2026,title,18
BOXAM ELITE 2026 - LA NUCÍA,2026-02-05,Elite Women - 54 Kg (EW-54kg),,117,CHONGPRONGKLANG NATNICHA,THA,POONAM,IND,POONAM,WP 5:0,JU. 5 FEB. 2026,title,18
BOXAM ELITE 2026 - LA NUCÍA,2026-02-05,Elite Women - 57 Kg (EW-57kg),,118,VINKA,IND,RUENROS PUNRAWEE,THA,RUENROS PUNRAWEE,WP 5:0,JU. 5 FEB. 2026,title,18
BOXAM ELITE 2026 - LA NUCÍA,2026-02-05,Elite Women - 57 Kg (EW-57kg),,119,AL AHMADEH MARIE,CAN,HUTARINA DARIA-OLHA,UKR,AL AHMADEH MARIE,WP 4:1,JU. 5 FEB. 2026,title,18
BOXAM ELITE 2026 - LA NUCÍA,2026-02-05,Elite Women - 60 Kg (EW-60kg),,120,BAIDUKOVA VIKTORIYA,KAZ,DOVHAL TETIANA,UKR,DOVHAL TETIANA,WP 5:0,JU. 5 FEB. 2026,title,18
BOXAM ELITE 2026 - LA NUCÍA,2026-02-05,Elite Women - 60 Kg (EW-60kg),,121,SOMNUKEE THANNANYA,THA,PATIL DISHA VIJAY,IND,SOMNUKEE THANNANYA,DSQ R3,JU. 5 FEB. 2026,title,18
BOXAM ELITE 2026 - LA NUCÍA,2026-02-05,Elite Women - 65 Kg (EW-65kg),,122,MERINOVA NATALIIA,UKR,ALLEN KAYLA,ENG,ALLEN KAYLA,ABD R3,JU. 5 FEB. 2026,title,19
BOXAM ELITE 2026 - LA NUCÍA,2026-02-05,Elite Women - 65 Kg (EW-65kg),,123,KAJAL,IND,ICHSHANOVA AKNAR,KAZ,KAJAL,WP 4:1,JU. 5 FEB. 2026,title,19
BOXAM ELITE 2026 - LA NUCÍA,2026-02-05,Elite Men - 55 Kg (EM-55kg),,124,BARTWAL PAWAN,IND,TROWBRIDGE ELLIS,ENG,TROWBRIDGE ELLIS,WP 3:2,JU. 5 FEB. 2026,title,19
BOXAM ELITE 2026 - LA NUCÍA,2026-02-05,Elite Men - 55 Kg (EM-55kg),,125,BORANBEK BEXULTAN,KAZ,TOMINES MAXIMUS,CAN,TOMINES MAXIMUS,WP 3:2,JU. 5 FEB. 2026,title,19
BOXAM ELITE 2026 - LA NUCÍA,2026-02-05,Elite Men - 60 Kg (EM-60kg),,126,ABDURAIMOV AIDER,UKR,SACHIN,IND,SACHIN,WP 3:2,JU. 5 FEB. 2026,title,19
