event,date,division,rank,name,country,date_raw,date_source,page
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 75 Kg (EW-75 kg),5,PENNEY VIKTORIA,CAN,SÁ. 7 FEB. 2026,As of line,39
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 80 Kg (EW-80 kg),1,NAINA,IND,SÁ. 7 FEB. 2026,As of SÁ. 7 FEB. 2026,40
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 80 Kg (EW-80 kg),2,PISKUN RAISA,UKR,SÁ. 7 FEB. 2026,As of SÁ. 7 FEB. 2026,40
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 80 Kg (EW-80 kg),3,SADYKOVA GUZAL,KAZ,SÁ. 7 FEB. 2026,As of SÁ. 7 FEB. 2026,40
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women + 80 Kg (EW+80 kg),1,SADYKOVA UMIDA,KAZ,SÁ. 7 FEB. 2026,As of SÁ. 7 FEB. 2026,41
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women + 80 Kg (EW+80 kg),2,SEIITKAHNKYZY PANAR,KAZ,SÁ. 7 FEB. 2026,As of SÁ. 7 FEB. 2026,41
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women + 80 Kg (EW+80 kg),3,MANKIRAT KAUR,IND,SÁ. 7 FEB. 2026,As of SÁ. 7 FEB. 2026,41
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women + 80 Kg (EW+80 kg),3,GULLEN ORTIZ TINDAYA LUCIA,ESP,SÁ. 7 FEB. 2026,As of SÁ. 7 FEB. 2026,41
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 50 Kg (EM-50 kg),1,TASHKENBAY SANZHAR,KAZ,SÀ. 7 FEB. 2026,As of line,42
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 50 Kg (EM-50 kg),2,MAGHRAOUI FRYHAH ISMAEL,ESP,SÀ. 7 FEB. 2026,As of line,42
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 50 Kg (EM-50 kg),3,DIAZ LOPEZ CARLOS,ESP,SÀ. 7 FEB. 2026,As of line,42
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 50 Kg (EM-50 kg),3,ONGAROV NURZAT,KAZ,SÀ. 7 FEB. 2026,As of line,42
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 50 Kg (EM-50 kg),5,SINGH RISHI,IND,SÀ. 7 FEB. 2026,As of line,42
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 50 Kg (EM-50 kg),5,RUDYK MAKSYM,UKR,SÀ. 7 FEB. 2026,As of line,42
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 50 Kg (EM-50 kg),5,ROCK ISAIAH,CAN,SÀ. 7 FEB. 2026,As of line,42
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 55 Kg (EM-55 kg),1,SABYRKHAN MAKHMUD,KAZ,SÁ. 7 FEB. 2026,As of line,43
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 55 Kg (EM-55 kg),2,TROWBRIDGE ELLIS,ENG,SÁ. 7 FEB. 2026,As of line,43
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 55 Kg (EM-55 kg),3,MANDENGBAM JADUMANI SINGH,IND,SÁ. 7 FEB. 2026,As of line,43
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 55 Kg (EM-55 kg),3,TOMINES MAXIMUS,CAN,SÁ. 7 FEB. 2026,As of line,43
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 55 Kg (EM-55 kg),5,WANUKAGA ALVIN,SWE,SÁ. 7 FEB. 2026,As of line,43
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 55 Kg (EM-55 kg),5,BARTWAL PAWAN,IND,SÁ. 7 FEB. 2026,As of line,43
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 55 Kg (EM-55 kg),5,PENG CHIA-FENG,TPE,SÁ. 7 FEB. 2026,As of line,43
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 55 Kg (EM-55 kg),5,BORANBEK BEXULTAN,KAZ,SÁ. 7 FEB. 2026,As of line,43
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 60 Kg (EM-60 kg),1,SACHIN,IND,SÁ. 7 FEB. 2026,As of line,44
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 60 Kg (EM-60 kg),2,AL AHMADIEH KEOMA-ALI,CAN,SÁ. 7 FEB. 2026,As of line,44
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 60 Kg (EM-60 kg),3,DRYDEN JACK,ENG,SÁ. 7 FEB. 2026,As of line,44
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 60 Kg (EM-60 kg),3,MOHAMMED HUSSAM UDDIN,IND,SÁ. 7 FEB. 2026,As of line,44
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 60 Kg (EM-60 kg),5,ABDURAIMOV AIDER,UKR,SÁ. 7 FEB. 2026,As of line,44
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 60 Kg (EM-60 kg),5,TEMIRZHANOV SERIK,KAZ,SÁ. 7 FEB. 2026,As of line,44
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 60 Kg (EM-60 kg),5,MELKUMIAN GEORGES BENIK,LUX,SÁ. 7 FEB. 2026,As of line,44
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 60 Kg (EM-60 kg),5,DAHLY ALI,UKR,SÁ. 7 FEB. 2026,As of line,44
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 65 Kg (EM-65 kg),1,ALIEV ELVIN,UKR,SÀ. 7 FEB. 2026,As of line,45
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 65 Kg (EM-65 kg),2,OUNAI MOHAMED,FRA,SÀ. 7 FEB. 2026,As of line,45
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 65 Kg (EM-65 kg),3,IBARRECHE CONDE OIER,ESP,SÀ. 7 FEB. 2026,As of line,45
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 65 Kg (EM-65 kg),3,PIDNUCH KHUNATIP,THA,SÀ. 7 FEB. 2026,As of line,45
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 65 Kg (EM-65 kg),5,JAMWAL ABHINASH,IND,SÀ. 7 FEB. 2026,As of line,45
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 65 Kg (EM-65 kg),5,TURNER JOE,ENG,SÀ. 7 FEB. 2026,As of line,45
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 65 Kg (EM-65 kg),5,LABRIE GABRIEL ALY,CAN,SÀ. 7 FEB. 2026,As of line,45
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 65 Kg (EM-65 kg),5,RAGA LEWAS JOAN MARCEL,ESP,SÀ. 7 FEB. 2026,As of line,45
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 70 Kg (EM-70 kg),1,SABYRKHAN TOREKHAN,KAZ,SÁ. 7 FEB. 2026,As of line,46
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 70 Kg (EM-70 kg),2,DEEPAK,IND,SÁ. 7 FEB. 2026,As of line,46
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 70 Kg (EM-70 kg),3,HITESH,IND,SÁ. 7 FEB. 2026,As of line,46
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 70 Kg (EM-70 kg),3,MURSAL NURBEK,KAZ,SÁ. 7 FEB. 2026,As of line,46
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 70 Kg (EM-70 kg),5,MAYUOM KOUC,DEN,SÁ. 7 FEB. 2026,As of line,46
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 70 Kg (EM-70 kg),5,ROSALÉN PRIETO DAVID EDENÉL,ESP,SÁ. 7 FEB. 2026,As of line,46
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 70 Kg (EM-70 kg),5,SANTORIELLO VINCENT,CAN,SÁ. 7 FEB. 2026,As of line,46
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 70 Kg (EM-70 kg),5,MATIAKUBOV BOZORBOI,UKR,SÁ. 7 FEB. 2026,As of line,46
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 75 Kg (EM-75 kg),1,AKASH AKASH,IND,SÁ. 7 FEB. 2026,As of line,47
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 75 Kg (EM-75 kg),2,KONSBEKOV AMAN,KAZ,SÁ. 7 FEB. 2026,As of line,47
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 75 Kg (EM-75 kg),3,NURSEITOV TIMUR,KAZ,SÁ. 7 FEB. 2026,As of line,47
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 75 Kg (EM-75 kg),3,ZAKHARIEIEV YURII,UKR,SÁ. 7 FEB. 2026,As of line,47
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 75 Kg (EM-75 kg),5,SAEZ CANERO JOSE LUIS,ESP,SÁ. 7 FEB. 2026,As of line,47
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 75 Kg (EM-75 kg),5,EL QADMI HASSANA,FRA,SÁ. 7 FEB. 2026,As of line,47
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 75 Kg (EM-75 kg),5,SHAW-TULLIN KYLE,ENG,SÁ. 7 FEB. 2026,As of line,47
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 75 Kg (EM-75 kg),5,SALAS MANUEL BENI,BEL,SÁ. 7 FEB. 2026,As of line,47
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 80 Kg (EM-80 kg),1,ILLIUSHA PAVLO,UKR,SÁ. 7 FEB. 2026,As of line,48
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 80 Kg (EM-80 kg),2,ANKUSH,IND,SÁ. 7 FEB. 2026,As of line,48
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 80 Kg (EM-80 kg),3,COY BERNAL PABLO,ESP,SÁ. 7 FEB. 2026,As of line,48
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 80 Kg (EM-80 kg),3,BEKTAS AZAMAT,KAZ,SÁ. 7 FEB. 2026,As of line,48
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 80 Kg (EM-80 kg),5,JONGJOHO WEERAPON,THA,SÁ. 7 FEB. 2026,As of line,48
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 80 Kg (EM-80 kg),5,ZHAKPEKOV YERASSYL,KAZ,SÁ. 7 FEB. 2026,As of line,48
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 80 Kg (EM-80 kg),5,BEN OTHMEN RAYEN,BEL,SÁ. 7 FEB. 2026,As of line,48
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 80 Kg (EM-80 kg),5,CARCAMO UMAR,CAN,SÁ. 7 FEB. 2026,As of line,48
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 85 Kg (EM-85 kg),1,ORALBAY NURBEK,KAZ,SÁ. 7 FEB. 2026,As of SÁ. 7 FEB. 2026,49
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 85 Kg (EM-85 kg),2,PANAH ARYAN SAED,NEU,SÁ. 7 FEB. 2026,As of SÁ. 7 FEB. 2026,49
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 85 Kg (EM-85 kg),3,FRESNEDA RICARDO ADRIAN,ESP,SÁ. 7 FEB. 2026,As of SÁ. 7 FEB. 2026,49
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 85 Kg (EM-85 kg),3,LAKTIONOV MYKOLA,UKR,SÁ. 7 FEB. 2026,As of SÁ. 7 FEB. 2026,49
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 85 Kg (EM-85 kg),5,ZHASAN DANYLO,UKR,SÁ. 7 FEB. 2026,As of SÁ. 7 FEB. 2026,49
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 85 Kg (EM-85 kg),5,RAZHBA MATVII,UKR,SÁ. 7 FEB. 2026,As of SÁ. 7 FEB. 2026,49
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 85 Kg (EM-85 kg),5,JUGNOO,IND,SÁ. 7 FEB. 2026,As of SÁ. 7 FEB. 2026,49
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 85 Kg (EM-85 kg),5,IBÁÑEZ MATAIX RUBEN,ESP,SÁ. 7 FEB. 2026,As of SÁ. 7 FEB. 2026,49
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 90 Kg (EM-90 kg),1,REYES PLA ENMANUEL,ESP,SÁ. 7 FEB. 2026,As of line,50
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 90 Kg (EM-90 kg),2,TOGAMBAY SAGYNDYK,KAZ,SÁ. 7 FEB. 2026,As of line,50
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 90 Kg (EM-90 kg),3,OKOH ISSAC,ENG,SÁ. 7 FEB. 2026,As of line,50
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 90 Kg (EM-90 kg),3,MICHOVSKYI PAVLO,UKR,SÁ. 7 FEB. 2026,As of line,50
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 90 Kg (EM-90 kg),5,RAKHMANOV ONGTALAP,KAZ,SÁ. 7 FEB. 2026,As of line,50
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 90 Kg (EM-90 kg),5,SOUKOUNA KANDORO,FRA,SÁ. 7 FEB. 2026,As of line,50
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 90 Kg (EM-90 kg),5,CHOUDHARY HARSH,IND,SÁ. 7 FEB. 2026,As of line,50
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 90 Kg (EM-90 kg),5,BELEZIKA ELWIN,SWE,SÁ. 7 FEB. 2026,As of line,50
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men + 90 Kg (EM+90 kg),1,ORALBAY AIBEK,KAZ,SÁ. 7 FEB. 2026,As of SÁ. 7 FEB. 2026,51
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men + 90 Kg (EM+90 kg),2,ASSYLKHAN NURASSYL,KAZ,SÁ. 7 FEB. 2026,As of SÁ. 7 FEB. 2026,51
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men + 90 Kg (EM+90 kg),3,KHALETSKYI ANDRII,UKR,SÁ. 7 FEB. 2026,As of SÁ. 7 FEB. 2026,51
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men + 90 Kg (EM+90 kg),3,LOVCHYNSKYI DMYTRO,UKR,SÁ. 7 FEB. 2026,As of SÁ. 7 FEB. 2026,51
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men + 90 Kg (EM+90 kg),5,WILLIAMS MATT,ENG,SÁ. 7 FEB. 2026,As of SÁ. 7 FEB. 2026,51
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men + 90 Kg (EM+90 kg),5,GILL SAWAN,IND,SÁ. 7 FEB. 2026,As of SÁ. 7 FEB. 2026,51
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men + 90 Kg (EM+90 kg),5,GLADOSEV DMITRI,EST,SÁ. 7 FEB. 2026,As of SÁ. 7 FEB. 2026,51
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men + 90 Kg (EM+90 kg),5,EL KHATTABI ZAGHDAD ABDEL MONIM,ESP,SÁ. 7 FEB. 2026,As of SÁ. 7 FEB. 2026,51
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 50 Kg (EM-50kg),1,TASHKENBAY SANZHAR,KAZ,SA. 7 FEB. 2026,As of line,52
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 55 Kg (EM-55kg),1,SABYRKHAN MAKMHUD,KAZ,SA. 7 FEB. 2026,As of line,52
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 60 Kg (EM-60kg),1,SACHIN,IND,SA. 7 FEB. 2026,As of line,52
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 65 Kg (EM-65kg),1,ALILEV ELVIN,UKR,SA. 7 FEB. 2026,As of line,52
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 70 Kg (EM-70kg),1,SABYRKHAN TOREKHAN,KAZ,SA. 7 FEB. 2026,As of line,52
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 75 Kg (EM-75kg),1,AKASH,IND,SA. 7 FEB. 2026,As of line,52
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 80 Kg (EM-80kg),1,ILLUSHIA PAVLO,UKR,SA. 7 FEB. 2026,As of line,52
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 85 Kg (EM-85kg),1,ORALBAY NURBEK,KAZ,SA. 7 FEB. 2026,As of line,52
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 90 Kg (EM-90kg),1,REYES PELA EMMANUEL,ESP,SA. 7 FEB. 2026,As of line,52
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men + 90 Kg (EM+90kg),1,ORALBAY AIBEK,KAZ,SA. 7 FEB. 2026,As of line,52
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 50 Kg (EM-50kg),2,MAGHRAOUI RYHAN ISMAEL,ESP,SA. 7 FEB. 2026,As of line,52
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 55 Kg (EM-55kg),2,TROWBRIDGE ELLIS,ENG,SA. 7 FEB. 2026,As of line,52
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 60 Kg (EM-60kg),2,AL AHMADEH KEOMA-ALI,CAN,SA. 7 FEB. 2026,As of line,52
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 65 Kg (EM-65kg),2,OUNAI MOHAMED,FRA,SA. 7 FEB. 2026,As of line,52
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 70 Kg (EM-70kg),2,DEEPAK,IND,SA. 7 FEB. 2026,As of line,52
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 75 Kg (EM-75kg),2,KONSBEKOV AMAN,KAZ,SA. 7 FEB. 2026,As of line,52
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 80 Kg (EM-80kg),2,ANKUSH,IND,SA. 7 FEB. 2026,As of line,52
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 85 Kg (EM-85kg),2,PANAH ARYAN SAED,NEU,SA. 7 FEB. 2026,As of line,52
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 90 Kg (EM-90kg),2,TOGAMBAEV SAGYNDYK,KAZ,SA. 7 FEB. 2026,As of line,52
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men + 90 Kg (EM+90kg),2,ASSYLKHAN NURASSYL,KAZ,SA. 7 FEB. 2026,As of line,52
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 50 Kg (EM-50kg),3,DIAZ LOPEZ CARLOS,ESP,SA. 7 FEB. 2026,As of line,52
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 50 Kg (EM-50kg),3,ONGAROV NURZAT,KAZ,SA. 7 FEB. 2026,As of line,52
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 55 Kg (EM-55kg),3,MAMONGBAM JADUMANI SINGH,IND,SA. 7 FEB. 2026,As of line,52
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 55 Kg (EM-55kg),3,TOMINES MAXIMUS,CAN,SA. 7 FEB. 2026,As of line,52
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 60 Kg (EM-60kg),3,DRYDEN JACK,ENG,SA. 7 FEB. 2026,As of line,52
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 60 Kg (EM-60kg),3,MOHAMMED HUSSAM UDDIN,IND,SA. 7 FEB. 2026,As of line,52
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 65 Kg (EM-65kg),3,IBARRECHE CONDE OIER,ESP,SA. 7 FEB. 2026,As of line,52
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 65 Kg (EM-65kg),3,JPDNUCH KHUNATIP,THA,SA. 7 FEB. 2026,As of line,52
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 70 Kg (EM-70kg),3,HITESH,IND,SA. 7 FEB. 2026,As of line,52
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 70 Kg (EM-70kg),3,MURSAL NURBEK,KAZ,SA. 7 FEB. 2026,As of line,52
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 75 Kg (EM-75kg),3,NURSIEV TIMUR,KAZ,SA. 7 FEB. 2026,As of line,52
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 75 Kg (EM-75kg),3,ZAKHARIEIEV YURII,UKR,SA. 7 FEB. 2026,As of line,52
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 80 Kg (EM-80kg),3,COY BERNAL PABLO,ESP,SA. 7 FEB. 2026,As of line,52
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 80 Kg (EM-80kg),3,BEKTAS AZAMAT,KAZ,SA. 7 FEB. 2026,As of line,52
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 85 Kg (EM-85kg),3,FRESNEDA RICARDO ADRIAN,ESP,SA. 7 FEB. 2026,As of line,52
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 85 Kg (EM-85kg),3,LAKTIONOV MYKOLA,UKR,SA. 7 FEB. 2026,As of line,52
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 90 Kg (EM-90kg),3,OKOSI ISAAC,ENG,SA. 7 FEB. 2026,As of line,52
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 90 Kg (EM-90kg),3,MICHKOVSKYI PAVLO,UKR,SA. 7 FEB. 2026,As of line,52
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men + 90 Kg (EM+90kg),3,KHALETSKYI ANDRII,UKR,SA. 7 FEB. 2026,As of line,52
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men + 90 Kg (EM+90kg),3,LOVCHYNSKYI DMYTRO,UKR,SA. 7 FEB. 2026,As of line,52
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 50 Kg (EM-50kg),5,SINGH RISHI,IND,SA. 7 FEB. 2026,As of line,52
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 50 Kg (EM-50kg),5,RUDYK MAKSYM,UKR,SA. 7 FEB. 2026,As of line,52
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 50 Kg (EM-50kg),5,ROCK ISAIAH,CAN,SA. 7 FEB. 2026,As of line,52
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 55 Kg (EM-55kg),5,WANUKAGA ALVIN,SWE,SA. 7 FEB. 2026,As of line,52
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 55 Kg (EM-55kg),5,BARTWAL PAWAN,IND,SA. 7 FEB. 2026,As of line,52
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 55 Kg (EM-55kg),5,PENG CHIA-FENG,TPE,SA. 7 FEB. 2026,As of line,52
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 60 Kg (EM-60kg),5,ABDURAMOV AIDER,UKR,SA. 7 FEB. 2026,As of line,52
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 60 Kg (EM-60kg),5,TEMIRZHANOV SERIK,KAZ,SA. 7 FEB. 2026,As of line,52
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 60 Kg (EM-60kg),5,MELKUMIAN GEORGES BENIK,LUX,SA. 7 FEB. 2026,As of line,52
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 65 Kg (EM-65kg),5,JAMWAL ABHINASH,IND,SA. 7 FEB. 2026,As of line,52
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 65 Kg (EM-65kg),5,TURNER JOE,ENG,SA. 7 FEB. 2026,As of line,52
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 65 Kg (EM-65kg),5,LABRIE GABRIEL ALY,CAN,SA. 7 FEB. 2026,As of line,52
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 70 Kg (EM-70kg),5,MAYROU KOUG,DEN,SA. 7 FEB. 2026,As of line,52
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 70 Kg (EM-70kg),5,ROSALEN PREVID DAVID EDENEL,ESP,SA. 7 FEB. 2026,As of line,52
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 70 Kg (EM-70kg),5,SANTORIELLO VINCENT,CAN,SA. 7 FEB. 2026,As of line,52
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 75 Kg (EM-75kg),5,SAEZ CANERO JOSE LUIS,ESP,SA. 7 FEB. 2026,As of line,52
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 75 Kg (EM-75kg),5,EL QADHI HASSANA,FRA,SA. 7 FEB. 2026,As of line,52
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 75 Kg (EM-75kg),5,SHAW-TULLIN KYLE,ENG,SA. 7 FEB. 2026,As of line,52
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 80 Kg (EM-80kg),5,JONGJKO WEERAPON,THA,SA. 7 FEB. 2026,As of line,52
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 80 Kg (EM-80kg),5,ZHARKEPOV YERASSYL,KAZ,SA. 7 FEB. 2026,As of line,52
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 80 Kg (EM-80kg),5,BEN OTHMEN RAYEN,BEL,SA. 7 FEB. 2026,As of line,52
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 85 Kg (EM-85kg),5,ZHASAN DANYLO,UKR,SA. 7 FEB. 2026,As of line,52
