event,date,division,rank,name,country,date_raw,date_source,page
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 85 Kg (EM-85kg),5,RZHABA MATVII,UKR,SA. 7 FEB. 2026,As of line,52
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 85 Kg (EM-85kg),5,JUGNOO,IND,SA. 7 FEB. 2026,As of line,52
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 90 Kg (EM-90kg),5,RAKHMANOV ONTGALAP,KAZ,SA. 7 FEB. 2026,As of line,52
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 90 Kg (EM-90kg),5,SOUKALA KANDORE,FRA,SA. 7 FEB. 2026,As of line,52
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 90 Kg (EM-90kg),5,CHOUDHARY HARSH,IND,SA. 7 FEB. 2026,As of line,52
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men + 90 Kg (EM+90kg),5,WILLIAMS MATT,ENG,SA. 7 FEB. 2026,As of line,52
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men + 90 Kg (EM+90kg),5,GILL SAWAM,IND,SA. 7 FEB. 2026,As of line,52
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men + 90 Kg (EM+90kg),5,GLADOSEV DMITRI,EST,SA. 7 FEB. 2026,As of line,52
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 55 Kg (EM-55kg),9,BORANBEK BEXULTAN,KAZ,SA. 7 FEB. 2026,As of line,52
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 55 Kg (EM-55kg),9,GAUCHER IZAYA,FRA,SA. 7 FEB. 2026,As of line,52
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 55 Kg (EM-55kg),9,ZYMENKO MAKSYM,UKR,SA. 7 FEB. 2026,As of line,52
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 60 Kg (EM-60kg),9,DAHLY ALI,UKR,SA. 7 FEB. 2026,As of line,52
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 60 Kg (EM-60kg),9,CHINEA COLLAZOS BRANDON ALEJANDRO,ESP,SA. 7 FEB. 2026,As of line,52
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 60 Kg (EM-60kg),9,AL CHABTUN MAHMOUD,NED,SA. 7 FEB. 2026,As of line,52
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 65 Kg (EM-65kg),9,RAGA LEWAS JON MARCEL,ESP,SA. 7 FEB. 2026,As of line,52
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 65 Kg (EM-65kg),9,TYMURE TSEBEN,POL,SA. 7 FEB. 2026,As of line,52
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 65 Kg (EM-65kg),9,GULIYEV RASUL,UKR,SA. 7 FEB. 2026,As of line,52
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 75 Kg (EM-75kg),9,MATIAUKOV BOZBOROI,UKR,SA. 7 FEB. 2026,As of line,52
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 75 Kg (EM-75kg),9,SALAS MANUEL BENI,BEL,SA. 7 FEB. 2026,As of line,52
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 75 Kg (EM-75kg),9,ZAKHARCHENKO NIKITA,UKR,SA. 7 FEB. 2026,As of line,52
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 75 Kg (EM-75kg),9,ZYGULA LUKASZ,POL,SA. 7 FEB. 2026,As of line,52
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 85 Kg (EM-85kg),9,IBÁÑEZ MATAIX RUBEN,ESP,SA. 7 FEB. 2026,As of line,52
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 48 Kg (EW-48kg),1,RANI MANJU,IND,AS of SÁ. 7 FEB. 2026,As of line,53
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 51 Kg (EW-51kg),1,NITU,IND,AS of SÁ. 7 FEB. 2026,As of line,53
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 54 Kg (EW-54kg),1,POONAM,IND,AS of SÁ. 7 FEB. 2026,As of line,53
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 57 Kg (EW-57kg),1,RUENROS PUNRAWE,THA,AS of SÁ. 7 FEB. 2026,As of line,53
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 60 Kg (EW-60kg),1,PRIYA,IND,AS of SÁ. 7 FEB. 2026,As of line,53
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 65 Kg (EW-65kg),1,ALLEN KAYLA,ENG,AS of SÁ. 7 FEB. 2026,As of line,53
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 70 Kg (EW-70kg),1,CHOURDHARY ARUNDHATI,IND,AS of SÁ. 7 FEB. 2026,As of line,53
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 75 Kg (EW-75kg),1,BORGOHAIN LOVLINA,IND,AS of SÁ. 7 FEB. 2026,As of line,53
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 80 Kg (EW-80kg),1,NAINA,IND,AS of SÁ. 7 FEB. 2026,As of line,53
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women + 80 Kg (EW+80kg),1,SADYKOVA UMIDA,KAZ,AS of SÁ. 7 FEB. 2026,As of line,53
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 48 Kg (EW-48kg),2,LOPEZ DEL ARBOL MARTA,ESP,AS of SÁ. 7 FEB. 2026,As of line,53
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 51 Kg (EW-51kg),2,GUTIERREZ SALMERON NOELIA,ESP,AS of SÁ. 7 FEB. 2026,As of line,53
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 54 Kg (EW-54kg),2,PREETI,IND,AS of SÁ. 7 FEB. 2026,As of line,53
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 57 Kg (EW-57kg),2,WEERHEIM GABRIELLA,NED,AS of SÁ. 7 FEB. 2026,As of line,53
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 60 Kg (EW-60kg),2,DOVHAL TETIANA,UKR,AS of SÁ. 7 FEB. 2026,As of line,53
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 65 Kg (EW-65kg),2,SERIK NAZEREK,KAZ,AS of SÁ. 7 FEB. 2026,As of line,53
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 70 Kg (EW-70kg),2,TARAN ANASTASIIA,UKR,AS of SÁ. 7 FEB. 2026,As of line,53
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 75 Kg (EW-75kg),2,SMITH MARY-KATE,ENG,AS of SÁ. 7 FEB. 2026,As of line,53
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 80 Kg (EW-80kg),2,PISKUN RAISA,UKR,AS of SÁ. 7 FEB. 2026,As of line,53
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women + 80 Kg (EW+80kg),2,SEITKHANKYZY PANAR,KAZ,AS of SÁ. 7 FEB. 2026,As of line,53
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 48 Kg (EW-48kg),3,LYNIV SOLIMIA,UKR,AS of SÁ. 7 FEB. 2026,As of line,53
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 48 Kg (EW-48kg),3,TURGANOVA YELYANUR,KAZ,AS of SÁ. 7 FEB. 2026,As of line,53
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 51 Kg (EW-51kg),3,RAKSAT CHUTHAMAT,THA,AS of SÁ. 7 FEB. 2026,As of line,53
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 51 Kg (EW-51kg),3,POKUSAI TASIISA,UKR,AS of SÁ. 7 FEB. 2026,As of line,53
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 54 Kg (EW-54kg),3,SMITH IVY-JANE,ENG,AS of SÁ. 7 FEB. 2026,As of line,53
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 54 Kg (EW-54kg),3,HAMDI AYA,FRA,AS of SÁ. 7 FEB. 2026,As of line,53
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 57 Kg (EW-57kg),3,AL AHMADEIH MARIE,CAN,AS of SÁ. 7 FEB. 2026,As of line,53
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 57 Kg (EW-57kg),3,PARSONS VIVIEN,ENG,AS of SÁ. 7 FEB. 2026,As of line,53
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 60 Kg (EW-60kg),3,VAN DER TOORN MAUD,NED,AS of SÁ. 7 FEB. 2026,As of line,53
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 60 Kg (EW-60kg),3,SOMNUK THANANYA,THA,AS of SÁ. 7 FEB. 2026,As of line,53
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 65 Kg (EW-65kg),3,NED,NED,AS of SÁ. 7 FEB. 2026,As of line,53
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 65 Kg (EW-65kg),3,YADAV PRANJAL,IND,AS of SÁ. 7 FEB. 2026,As of line,53
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 70 Kg (EW-70kg),3,MARTINEZ MAS DUNIA,ESP,AS of SÁ. 7 FEB. 2026,As of line,53
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 70 Kg (EW-70kg),3,BADIN ANDREA,FRA,AS of SÁ. 7 FEB. 2026,As of line,53
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 75 Kg (EW-75kg),3,ECCLES ROSIE,WAL,AS of SÁ. 7 FEB. 2026,As of line,53
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 75 Kg (EW-75kg),3,THOKCHOM SANAMACHA CHANU,IND,AS of SÁ. 7 FEB. 2026,As of line,53
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 80 Kg (EW-80kg),3,SADYKOVA GUZAL,KAZ,AS of SÁ. 7 FEB. 2026,As of line,53
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women + 80 Kg (EW+80kg),3,MANIKRAT KAUR,IND,AS of SÁ. 7 FEB. 2026,As of line,53
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women + 80 Kg (EW+80kg),3,GULLEN ORTIZ TINDAYA LUCIA,ESP,AS of SÁ. 7 FEB. 2026,As of line,53
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 48 Kg (EW-48kg),5,D'ALMEIDA GLORIA,FRA,AS of SÁ. 7 FEB. 2026,As of line,53
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 51 Kg (EW-51kg),5,WRIGHT MCKENZIE,CAN,AS of SÁ. 7 FEB. 2026,As of line,53
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 51 Kg (EW-51kg),5,BOUREGA MAYSSOUN,FRA,AS of SÁ. 7 FEB. 2026,As of line,53
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 51 Kg (EW-51kg),5,KUSUM,IND,AS of SÁ. 7 FEB. 2026,As of line,53
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 51 Kg (EW-51kg),5,CHIU CHING-YU,TPE,AS of SÁ. 7 FEB. 2026,As of line,53
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 54 Kg (EW-54kg),5,CHONGRONGKLANG NATNICHA,THA,AS of SÁ. 7 FEB. 2026,As of line,53
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 54 Kg (EW-54kg),5,GONZALEZ CACERES MARIA,ESP,AS of SÁ. 7 FEB. 2026,As of line,53
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 54 Kg (EW-54kg),5,DE FELICE ANGELA,SUI,AS of SÁ. 7 FEB. 2026,As of line,53
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 54 Kg (EW-54kg),5,SHEKUL VICTORIA,UKR,AS of SÁ. 7 FEB. 2026,As of line,53
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 57 Kg (EW-57kg),5,VINKA,IND,AS of SÁ. 7 FEB. 2026,As of line,53
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 57 Kg (EW-57kg),5,CARDENAS FERNANDEZ ANDREA,ESP,AS of SÁ. 7 FEB. 2026,As of line,53
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 57 Kg (EW-57kg),5,HUTARINA DARIA-OLHA,UKR,AS of SÁ. 7 FEB. 2026,As of line,53
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 57 Kg (EW-57kg),5,PRACHI,IND,AS of SÁ. 7 FEB. 2026,As of line,53
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 60 Kg (EW-60kg),5,GALANO LOPEZ LAURA,ESP,AS of SÁ. 7 FEB. 2026,As of line,53
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 60 Kg (EW-60kg),5,BALDUKOVA VIKTORIYA,KAZ,AS of SÁ. 7 FEB. 2026,As of line,53
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 60 Kg (EW-60kg),5,GRAFEYEVA YEYGENIYA,KAZ,AS of SÁ. 7 FEB. 2026,As of line,53
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 60 Kg (EW-60kg),5,PATIL DISHA VIJAY,IND,AS of SÁ. 7 FEB. 2026,As of line,53
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 65 Kg (EW-65kg),5,MERINOVA NATALIIA,UKR,AS of SÁ. 7 FEB. 2026,As of line,53
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 65 Kg (EW-65kg),5,SOTO TORRES MARIANA,ESP,AS of SÁ. 7 FEB. 2026,As of line,53
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 65 Kg (EW-65kg),5,ICHSHANOVA AKNAR,KAZ,AS of SÁ. 7 FEB. 2026,As of line,53
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 65 Kg (EW-65kg),5,JILKOVÁ VIKTORIE,CZE,AS of SÁ. 7 FEB. 2026,As of line,53
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 70 Kg (EW-70kg),5,ISSINA AZIZA,KAZ,AS of SÁ. 7 FEB. 2026,As of line,53
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 70 Kg (EW-70kg),5,LOPEZ MOTA LORENA,ESP,AS of SÁ. 7 FEB. 2026,As of line,53
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 70 Kg (EW-70kg),5,MONTEMIGLIO MAEVA,CAN,AS of SÁ. 7 FEB. 2026,As of line,53
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 70 Kg (EW-70kg),5,SNEHA,IND,AS of SÁ. 7 FEB. 2026,As of line,53
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 75 Kg (EW-75kg),5,PYLYPOCH OLHA,UKR,AS of SÁ. 7 FEB. 2026,As of line,53
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 75 Kg (EW-75kg),5,GARCIA ADAME ALMA,ESP,AS of SÁ. 7 FEB. 2026,As of line,53
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 75 Kg (EW-75kg),5,SOKOLOVSKA ANASTASIYA,ESP,AS of SÁ. 7 FEB. 2026,As of line,53
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 75 Kg (EW-75kg),5,PENNEY VIKTORIA,CAN,AS of SÁ. 7 FEB. 2026,As of line,53
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 51 Kg (EW-51kg),9,BARCELÓ CALDERÓN LAURA,ESP,AS of SÁ. 7 FEB. 2026,As of line,53
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 51 Kg (EW-51kg),9,ABDUMEZHITOVA RAKHMINA,KAZ,AS of SÁ. 7 FEB. 2026,As of line,53
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 54 Kg (EW-54kg),9,ALIASGAR SYMBAT,KAZ,AS of SÁ. 7 FEB. 2026,As of line,53
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 54 Kg (EW-54kg),9,DELGADO MEDEIROS MIREN,ESP,AS of SÁ. 7 FEB. 2026,As of line,53
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 57 Kg (EW-57kg),9,TERESI MALOE,FRA,AS of SÁ. 7 FEB. 2026,As of line,53
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 57 Kg (EW-57kg),9,ISSAYEVA SHAKHNAZ,KAZ,AS of SÁ. 7 FEB. 2026,As of line,53
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 60 Kg (EW-60kg),9,MANSUETO ALESSIA,CAN,AS of SÁ. 7 FEB. 2026,As of line,53
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 60 Kg (EW-60kg),9,NOVICET LISA,FRA,AS of SÁ. 7 FEB. 2026,As of line,53
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 65 Kg (EW-65kg),9,HOPPENA AALIYAH,NED,AS of SÁ. 7 FEB. 2026,As of line,53
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 65 Kg (EW-65kg),9,JENNI ANNA,SUI,AS of SÁ. 7 FEB. 2026,As of line,53
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,,1,IND - INDIA,IND,SÅ. 7 FEB. 2026,As of line,54
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,,2,KAZ - KAZAKHSTAN,KAZ,SÅ. 7 FEB. 2026,As of line,54
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,,3,UKR - UKRAINE,UKR,SÅ. 7 FEB. 2026,As of line,54
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,,4,ESP - SPAIN,ESP,SÅ. 7 FEB. 2026,As of line,54
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,,5,ENG - ENGLAND,ENG,SÅ. 7 FEB. 2026,As of line,54
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,,6,THA - THAILAND,THA,SÅ. 7 FEB. 2026,As of line,54
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,,7,CAN - CANADA,CAN,SÅ. 7 FEB. 2026,As of line,54
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,,7,FRA - FRANCE,FRA,SÅ. 7 FEB. 2026,As of line,54
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,,9,NED - NEDERLAND,NED,SÅ. 7 FEB. 2026,As of line,54
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,,10,NEU - NEUTRAL,NEU,SÅ. 7 FEB. 2026,As of line,54
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,,10,WAL - WALES,WAL,SÅ. 7 FEB. 2026,As of line,54
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Ranking by Team,1,IND,IND,SÁ. 7 FEB. 2026,As of SÁ. 7 FEB. 2026,55
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Ranking by Team,2,KAZ,KAZ,SÁ. 7 FEB. 2026,As of SÁ. 7 FEB. 2026,55
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Ranking by Team,3,UKR,UKR,SÁ. 7 FEB. 2026,As of SÁ. 7 FEB. 2026,55
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Ranking by Team,4,ESP,ESP,SÁ. 7 FEB. 2026,As of SÁ. 7 FEB. 2026,55
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Ranking by Team,5,ENG,ENG,SÁ. 7 FEB. 2026,As of SÁ. 7 FEB. 2026,55
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Ranking by Team,6,THA,THA,SÁ. 7 FEB. 2026,As of SÁ. 7 FEB. 2026,55
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Ranking by Team,7,CAN,CAN,SÁ. 7 FEB. 2026,As of SÁ. 7 FEB. 2026,55
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Ranking by Team,8,FRA,FRA,SÁ. 7 FEB. 2026,As of SÁ. 7 FEB. 2026,55
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Ranking by Team,9,NED,NED,SÁ. 7 FEB. 2026,As of SÁ. 7 FEB. 2026,55
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Ranking by Team,10,NEU,NEU,SÁ. 7 FEB. 2026,As of SÁ. 7 FEB. 2026,55
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Ranking by Team,11,BEL,BEL,SÁ. 7 FEB. 2026,As of SÁ. 7 FEB. 2026,55
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Ranking by Team,11,SWE,SWE,SÁ. 7 FEB. 2026,As of SÁ. 7 FEB. 2026,55
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Ranking by Team,11,TPE,TPE,SÁ. 7 FEB. 2026,As of SÁ. 7 FEB. 2026,55
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Ranking by Team,14,WAL,WAL,SÁ. 7 FEB. 2026,As of SÁ. 7 FEB. 2026,55
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Ranking by Team,15,CZE,CZE,SÁ. 7 FEB. 2026,As of SÁ. 7 FEB. 2026,55
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Ranking by Team,15,DEN,DEN,SÁ. 7 FEB. 2026,As of SÁ. 7 FEB. 2026,55
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Ranking by Team,15,LUX,LUX,SÁ. 7 FEB. 2026,As of SÁ. 7 FEB. 2026,55
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Ranking by Team,18,CPV,CPV,SÁ. 7 FEB. 2026,As of SÁ. 7 FEB. 2026,55
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Ranking by Team,18,EST,EST,SÁ. 7 FEB. 2026,As of SÁ. 7 FEB. 2026,55
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Ranking by Team,18,POL,POL,SÁ. 7 FEB. 2026,As of SÁ. 7 FEB. 2026,55
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Ranking by Team,18,SCO,SCO,SÁ. 7 FEB. 2026,As of SÁ. 7 FEB. 2026,55
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Ranking by Team,18,SUI,SUI,SÁ. 7 FEB. 2026,As of SÁ. 7 FEB. 2026,55
